Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","356","India","729","Sudan","5910","Export quantity","0113","Rice","2015","2015","t","286.05","A","Official value"
"TM","Detailed trade matrix","356","India","729","Sudan","5910","Export quantity","0111","Wheat","2020","2020","t","0.25","A","Official value"
"TM","Detailed trade matrix","356","India","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","0.8","A","Official value"
"TM","Detailed trade matrix","356","India","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","45000","A","Official value"
"TM","Detailed trade matrix","356","India","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","246532","A","Official value"
"TM","Detailed trade matrix","356","India","887","Yemen","5910","Export quantity","0111","Wheat","2022","2022","t","444883","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0113","Rice","2016","2016","t","60","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0113","Rice","2017","2017","t","1567.83","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0113","Rice","2018","2018","t","739","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0113","Rice","2023","2023","t","427.95","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0113","Rice","2024","2024","t","869.43","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","140386.39","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2016","2016","t","253781.69","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2017","2017","t","284994.19","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","386758.09","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","292942.22","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","528433.23","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","571407","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2022","2022","t","686729.7","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2023","2023","t","448037.73","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2024","2024","t","251583","A","Official value"
"TM","Detailed trade matrix","404","Kenya","887","Yemen","5910","Export quantity","0113","Rice","2018","2018","t","0.21","A","Official value"
"TM","Detailed trade matrix","414","Kuwait","887","Yemen","5910","Export quantity","0113","Rice","2017","2017","t","57.5","A","Official value"
"TM","Detailed trade matrix","414","Kuwait","887","Yemen","5910","Export quantity","0113","Rice","2018","2018","t","18.81","A","Official value"
"TM","Detailed trade matrix","428","Latvia","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","56220","A","Official value"
"TM","Detailed trade matrix","428","Latvia","729","Sudan","5910","Export quantity","0111","Wheat","2019","2019","t","66000","A","Official value"
"TM","Detailed trade matrix","428","Latvia","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","29812.3","A","Official value"
"TM","Detailed trade matrix","422","Lebanon","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","0","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2016","2016","t","101536.88","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","39750","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2019","2019","t","202978.42","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2020","2020","t","209795.83","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","68793.8","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","65999.39","A","Official value"
"TM","Detailed trade matrix","440","Lithuania","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","53649.81","A","Official value"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","729","Sudan","5910","Export quantity","0113","Rice","2021","2021","t","0.2","A","Official value"
"TM","Detailed trade matrix","512","Oman","729","Sudan","5910","Export quantity","0113","Rice","2022","2022","t","92.96","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2015","2015","t","458","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2016","2016","t","980.35","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2019","2019","t","1","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2020","2020","t","130.75","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2021","2021","t","108.67","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2022","2022","t","20.4","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0113","Rice","2023","2023","t","15.95","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2015","2015","t","21.05","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2017","2017","t","1305","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2019","2019","t","2993","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2020","2020","t","31","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","1367.5","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2022","2022","t","1594.94","A","Official value"
"TM","Detailed trade matrix","512","Oman","887","Yemen","5910","Export quantity","0111","Wheat","2023","2023","t","1559.46","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2019","2019","t","2393","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2020","2020","t","96","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2021","2021","t","75","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2022","2022","t","10","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2023","2023","t","341","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0113","Rice","2024","2024","t","39538","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","6128","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2016","2016","t","4691","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2017","2017","t","2905.21","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","18745","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","40926","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","729","Sudan","5910","Export quantity","0113","Rice","2017","2017","t","82.87","A","Official value"
"TM","Detailed trade matrix","616","Poland","729","Sudan","5910","Export quantity","0111","Wheat","2015","2015","t","119990","A","Official value"
"TM","Detailed trade matrix","616","Poland","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","26670.68","A","Official value"
"TM","Detailed trade matrix","498","Republic of Moldova","729","Sudan","5910","Export quantity","0111","Wheat","2015","2015","t","154","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2015","2015","t","53150.7","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2016","2016","t","293955.47","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","388723.72","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2018","2018","t","175438.41","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2019","2019","t","471527.08","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2020","2020","t","318725.46","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","431358.12","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","303246.53","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2023","2023","t","124856","A","Official value"
"TM","Detailed trade matrix","642","Romania","729","Sudan","5910","Export quantity","0111","Wheat","2024","2024","t","66000","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","72586.95","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2017","2017","t","93714.98","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2018","2018","t","179559.29","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2019","2019","t","43250.27","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2020","2020","t","31462.05","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","58000","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2022","2022","t","136814.81","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2023","2023","t","117209.95","A","Official value"
"TM","Detailed trade matrix","642","Romania","887","Yemen","5910","Export quantity","0111","Wheat","2024","2024","t","25250","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","65","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","3388.75","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","42","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0113","Rice","2018","2018","t","3.6","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2015","2015","t","336122.75","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2016","2016","t","860082.92","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","1454593.2","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2018","2018","t","2149574","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2019","2019","t","986953.3","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2020","2020","t","1333408.7","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","689408","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2015","2015","t","680307.32","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","889215.53","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2017","2017","t","1435239.73","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2018","2018","t","1343464.1","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2019","2019","t","880507","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2020","2020","t","796103.4","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","578742.8","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","729","Sudan","5910","Export quantity","0113","Rice","2015","2015","t","10","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","729","Sudan","5910","Export quantity","0113","Rice","2020","2020","t","3.5","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","729","Sudan","5910","Export quantity","0113","Rice","2023","2023","t","9.53","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","729","Sudan","5910","Export quantity","0113","Rice","2024","2024","t","2","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2015","2015","t","128","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2016","2016","t","321","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2017","2017","t","1629.52","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2018","2018","t","2228.77","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2020","2020","t","48","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0113","Rice","2021","2021","t","0.76","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0111","Wheat","2016","2016","t","741","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0111","Wheat","2017","2017","t","256.59","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0111","Wheat","2018","2018","t","80","A","Official value"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","6.34","A","Official value"
"TM","Detailed trade matrix","762","Tajikistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","700","A","Official value"
"TM","Detailed trade matrix","762","Tajikistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2022","2022","t","230","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0113","Rice","2016","2016","t","12.55","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","729","Sudan","5910","Export quantity","0113","Rice","2016","2016","t","1.05","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","500","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","729","Sudan","5910","Export quantity","0111","Wheat","2018","2018","t","512","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","5","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","317","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","887","Yemen","5910","Export quantity","0111","Wheat","2022","2022","t","0.08","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2015","2015","t","35525.25","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2017","2017","t","115087.23","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2018","2018","t","91680.54","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2019","2019","t","160116.22","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2020","2020","t","109548.97","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","10916.87","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","119239.95","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2015","2015","t","64688","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2017","2017","t","158350.05","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2018","2018","t","519585.93","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2019","2019","t","665524.11","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2020","2020","t","708249.27","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2021","2021","t","777571.76","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2022","2022","t","303933.72","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2023","2023","t","107303.89","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","887","Yemen","5910","Export quantity","0111","Wheat","2024","2024","t","416897","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0113","Rice","2019","2019","t","4.71","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0113","Rice","2020","2020","t","7.17","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0113","Rice","2022","2022","t","5.17","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","4.2","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","0.4","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","1.03","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","729","Sudan","5910","Export quantity","0113","Rice","2020","2020","t","55.61","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","729","Sudan","5910","Export quantity","0111","Wheat","2021","2021","t","13.7","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","729","Sudan","5910","Export quantity","0111","Wheat","2022","2022","t","6.5","A","Official value"
