Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1969","1969","t","48477","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1969","1969","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1970","1970","t","65011","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1970","1970","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1971","1971","t","46016","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1971","1971","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1972","1972","t","87068","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1972","1972","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1973","1973","t","80254","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1973","1973","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1974","1974","t","89673","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1974","1974","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1975","1975","t","57289","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1975","1975","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1976","1976","t","130063","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1976","1976","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1977","1977","t","75233","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1977","1977","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1978","1978","t","106902","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1978","1978","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1979","1979","t","150122","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1979","1979","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1980","1980","t","201424","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1980","1980","t","300","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1981","1981","t","189318","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1981","1981","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1982","1982","t","127141","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1982","1982","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1983","1983","t","169572","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1983","1983","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1984","1984","t","128420","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1984","1984","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1985","1985","t","128400","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1985","1985","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1986","1986","t","124306","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1986","1986","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1987","1987","t","177650","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1987","1987","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1988","1988","t","225638","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1988","1988","t","16","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1989","1989","t","279141","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1989","1989","t","2","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1990","1990","t","313227","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1990","1990","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1991","1991","t","453154","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1991","1991","t","1","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1992","1992","t","484084","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1992","1992","t","0","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1993","1993","t","572198","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1993","1993","t","11","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1994","1994","t","671452","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1994","1994","t","8","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1995","1995","t","611307","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1995","1995","t","0","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1996","1996","t","693612","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1996","1996","t","15","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1997","1997","t","546248","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1997","1997","t","0","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1998","1998","t","651910","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1998","1998","t","10","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","1999","1999","t","706410","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","1999","1999","t","0","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2000","2000","t","684737","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2000","2000","t","1","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2001","2001","t","811620","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2001","2001","t","10","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2002","2002","t","877170","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2002","2002","t","11","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2003","2003","t","781517","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2003","2003","t","0","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2004","2004","t","949350","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2004","2004","t","15","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2005","2005","t","1148363","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2005","2005","t","29","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2006","2006","t","1006060","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2006","2006","t","31","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2007","2007","t","856765","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2007","2007","t","3957","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2008","2008","t","694909","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2008","2008","t","2","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2009","2009","t","1104863","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2009","2009","t","10","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2010","2010","t","1699560","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2010","2010","t","3619","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2011","2011","t","1426210","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2011","2011","t","11","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2012","2012","t","2581987","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2012","2012","t","5","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2013","2013","t","1758920","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2013","2013","t","1107","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2014","2014","t","1557519.46","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2014","2014","t","9.93","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2015","2015","t","4556088.42","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2015","2015","t","2202.23","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2016","2016","t","4576536.43","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2016","2016","t","36.54","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2017","2017","t","2732192.71","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2017","2017","t","4.43","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2018","2018","t","2847138.75","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2018","2018","t","35.85","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2019","2019","t","2782684.59","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2019","2019","t","21.88","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2020","2020","t","3096831.8","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2020","2020","t","9.27","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2021","2021","t","2675271.28","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2021","2021","t","16.07","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2022","2022","t","1615852.13","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2022","2022","t","35.55","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2023","2023","t","3713929.42","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2023","2023","t","16.34","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5610","Import quantity","0111","Wheat","2024","2024","t","4027600.93","A","Official value",""
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","0111","Wheat","2024","2024","t","14.38","A","Official value",""
