Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2017","2017","t","284994.19","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","386758.09","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","292942.22","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","528433.23","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","571407","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2022","2022","t","686729.7","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2023","2023","t","448037.73","A","Official value"
"TM","Detailed trade matrix","398","Kazakhstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2024","2024","t","251583","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","1998","1998","t","3120","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","1999","1999","t","1200","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2000","2000","t","1330","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2001","2001","t","2249","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2002","2002","t","9","A","Official value"
"TM","Detailed trade matrix","417","Kyrgyzstan","004","Afghanistan","5910","Export quantity","0111","Wheat","2003","2003","t","4073","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","1995","1995","t","2473","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","1996","1996","t","2473","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2000","2000","t","23148","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2001","2001","t","61635","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2002","2002","t","48764","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2003","2003","t","13767","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2004","2004","t","228","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2007","2007","t","20612","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2008","2008","t","29691","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2009","2009","t","142506","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2010","2010","t","4931","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2011","2011","t","50199","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2012","2012","t","25276","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2013","2013","t","27909","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2014","2014","t","12101","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","6128","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2016","2016","t","4691","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2017","2017","t","2905.21","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","18745","A","Official value"
"TM","Detailed trade matrix","586","Pakistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","40926","A","Official value"
"TM","Detailed trade matrix","616","Poland","004","Afghanistan","5910","Export quantity","0111","Wheat","1992","1992","t","1504","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2002","2002","t","5000","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2003","2003","t","18","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2008","2008","t","22607","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2009","2009","t","15129","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2018","2018","t","65","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","3388.75","A","Official value"
"TM","Detailed trade matrix","643","Russian Federation","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","42","A","Official value"
"TM","Detailed trade matrix","762","Tajikistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2021","2021","t","700","A","Official value"
"TM","Detailed trade matrix","762","Tajikistan","004","Afghanistan","5910","Export quantity","0111","Wheat","2022","2022","t","230","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0111","Wheat","2003","2003","t","0","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0111","Wheat","2006","2006","t","0","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0111","Wheat","2010","2010","t","1","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0111","Wheat","2011","2011","t","4","A","Official value"
"TM","Detailed trade matrix","792","Türkiye","004","Afghanistan","5910","Export quantity","0111","Wheat","2012","2012","t","1","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","004","Afghanistan","5910","Export quantity","0111","Wheat","2008","2008","t","28338","A","Official value"
"TM","Detailed trade matrix","804","Ukraine","004","Afghanistan","5910","Export quantity","0111","Wheat","2009","2009","t","1469","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2014","2014","t","10.8","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2015","2015","t","4.2","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2019","2019","t","0.4","A","Official value"
"TM","Detailed trade matrix","784","United Arab Emirates","004","Afghanistan","5910","Export quantity","0111","Wheat","2020","2020","t","1.03","A","Official value"
"TM","Detailed trade matrix","826","United Kingdom of Great Britain and Northern Ireland","004","Afghanistan","5910","Export quantity","0111","Wheat","1995","1995","t","4700","A","Official value"
"TM","Detailed trade matrix","826","United Kingdom of Great Britain and Northern Ireland","004","Afghanistan","5910","Export quantity","0111","Wheat","1996","1996","t","8500","A","Official value"
"TM","Detailed trade matrix","826","United Kingdom of Great Britain and Northern Ireland","004","Afghanistan","5910","Export quantity","0111","Wheat","1997","1997","t","22000","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","1993","1993","t","50000","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","1996","1996","t","40002","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","1997","1997","t","29520","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","1999","1999","t","33261","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2000","2000","t","22517","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2004","2004","t","23403","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2005","2005","t","74420","A","Official value"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2006","2006","t","66990","X","Value from external organization"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2007","2007","t","66775","X","Value from external organization"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2008","2008","t","59260","X","Value from external organization"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2010","2010","t","46040","X","Value from external organization"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2011","2011","t","19762","X","Value from external organization"
"TM","Detailed trade matrix","840","United States of America","004","Afghanistan","5910","Export quantity","0111","Wheat","2012","2012","t","14010","A","Official value"
